Time (us)	Load raw 1	Load raw 2	Load raw 3	Acceleration raw 1	Acceleration raw 2	Acceleration raw 3	Load filtered 1	Load filtered 2	Load filtered 3	Load scaled 1	Load scaled 2	Load scaled 3	Load summ	Acceleration scaled 1	Acceleration scaled 2	Acceleration scaled 3
0	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000286	0.000017	-0.000006	560.652573	-83.984094	10.214111	486.882590	-92.199559	-1.719658	1761.601838
59	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000284	0.000017	-0.000006	558.447327	-83.864676	10.366890	484.949541	-92.190745	-1.719392	1761.611491
117	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000283	0.000017	-0.000007	556.233817	-83.744928	10.520181	483.009069	-92.181897	-1.719127	1761.621176
176	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000282	0.000017	-0.000007	554.012269	-83.624841	10.673948	481.061376	-92.173030	-1.718862	1761.630880
234	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000281	0.000016	-0.000007	551.782870	-83.504400	10.828199	479.106670	-92.164179	-1.718599	1761.640597
293	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000279	0.000016	-0.000007	549.545839	-83.383598	10.982918	477.145158	-92.155369	-1.718335	1761.650311
352	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000278	0.000016	-0.000007	547.301400	-83.262450	11.138080	475.177029	-92.146625	-1.718071	1761.659975
410	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000277	0.000016	-0.000007	545.049727	-83.140980	11.293663	473.202410	-92.137924	-1.717807	1761.669562
469	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000275	0.000016	-0.000007	542.790997	-83.019193	11.449678	471.221482	-92.129175	-1.717541	1761.679134
527	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000274	0.000016	-0.000007	540.525438	-82.897094	11.606173	469.234517	-92.120324	-1.717274	1761.688733
586	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000273	0.000016	-0.000007	538.253281	-82.774718	11.763136	467.241699	-92.111428	-1.717010	1761.698322
645	0.000048	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000271	0.000016	-0.000007	535.974718	-82.652100	11.920523	465.243142	-92.102519	-1.716746	1761.707931
703	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000270	0.000016	-0.000008	533.689936	-82.529245	12.078314	463.239005	-92.093533	-1.716484	1761.717631
762	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000268	0.000016	-0.000008	531.399135	-82.406162	12.236484	461.229457	-92.084441	-1.716222	1761.727396
820	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000267	0.000016	-0.000008	529.102532	-82.282867	12.394994	459.214659	-92.075278	-1.715962	1761.737195
879	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000266	0.000016	-0.000008	526.800327	-82.159358	12.553838	457.194806	-92.066115	-1.715704	1761.746974
938	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000264	0.000016	-0.000008	524.492695	-82.035633	12.713015	455.170077	-92.057009	-1.715446	1761.756661
996	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000263	0.000016	-0.000008	522.179807	-81.911701	12.872518	453.140624	-92.047926	-1.715190	1761.766273
1055	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000262	0.000015	-0.000008	519.861854	-81.787578	13.032358	451.106635	-92.038826	-1.714935	1761.775865
1113	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000260	0.000015	-0.000008	517.539020	-81.663273	13.192528	449.068274	-92.029757	-1.714679	1761.785461
1172	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000259	0.000015	-0.000008	515.211477	-81.538788	13.352983	447.025672	-92.020765	-1.714422	1761.795062
1230	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000258	0.000015	-0.000008	512.879435	-81.414137	13.513697	444.978995	-92.011804	-1.714164	1761.804666
1289	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000256	0.000015	-0.000008	510.543088	-81.289323	13.674678	442.928443	-92.002815	-1.713905	1761.814281
1348	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000255	0.000015	-0.000009	508.202614	-81.164351	13.835942	440.874205	-91.993752	-1.713647	1761.823923
1406	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000253	0.000015	-0.000009	505.858197	-81.039249	13.997500	438.816448	-91.984601	-1.713388	1761.833563
1465	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000252	0.000015	-0.000009	503.510000	-80.914020	14.159337	436.755317	-91.975419	-1.713129	1761.843144
1523	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000251	0.000015	-0.000009	501.158188	-80.788647	14.321397	434.690938	-91.966239	-1.712872	1761.852607
1582	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000249	0.000015	-0.000009	498.802958	-80.663150	14.483637	432.623446	-91.957042	-1.712616	1761.861972
1641	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000248	0.000015	-0.000009	496.444478	-80.537560	14.646063	430.552981	-91.947846	-1.712361	1761.871300
1699	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000246	0.000015	-0.000009	494.082887	-80.411899	14.808691	428.479679	-91.938667	-1.712105	1761.880576
1758	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000245	0.000015	-0.000009	491.718352	-80.286155	14.971497	426.403694	-91.929500	-1.711850	1761.889766
1816	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000244	0.000014	-0.000009	489.351060	-80.160286	15.134454	424.325228	-91.920331	-1.711593	1761.898851
1875	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000242	0.000014	-0.000010	486.981183	-80.034287	15.297578	422.244474	-91.911178	-1.711338	1761.907840
1934	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000241	0.000014	-0.000010	484.608862	-79.908186	15.460883	420.161559	-91.902060	-1.711084	1761.916772
1992	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000239	0.000014	-0.000010	482.234233	-79.782004	15.624334	418.076563	-91.892906	-1.710832	1761.925700
2051	0.000047	0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000238	0.000014	-0.000010	479.857448	-79.655773	15.787920	415.989595	-91.883670	-1.710580	1761.934712
2109	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000237	0.000014	-0.000010	477.478668	-79.529514	15.951653	413.900807	-91.874375	-1.710327	1761.943845
2168	0.000046	0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000235	0.000014	-0.000010	475.098059	-79.403223	16.115502	411.810337	-91.865040	-1.710074	1761.953037
2227	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000234	0.000014	-0.000010	472.715795	-79.276904	16.279429	409.718320	-91.855671	-1.709823	1761.962190
2285	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000232	0.000014	-0.000010	470.332027	-79.150577	16.443435	407.624885	-91.846279	-1.709572	1761.971247
2344	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000231	0.000014	-0.000010	467.946897	-79.024249	16.607526	405.530174	-91.836870	-1.709321	1761.980224
2402	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000230	0.000014	-0.000010	465.560558	-78.897905	16.771678	403.434331	-91.827435	-1.709072	1761.989145
2461	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000228	0.000014	-0.000011	463.173150	-78.771542	16.935878	401.337486	-91.817971	-1.708826	1761.998014
2520	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000227	0.000014	-0.000011	460.784813	-78.645172	17.100145	399.239786	-91.808458	-1.708582	1762.006865
2578	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000225	0.000013	-0.000011	458.395695	-78.518804	17.264491	397.141382	-91.798858	-1.708339	1762.015732
2637	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000224	0.000013	-0.000011	456.005954	-78.392457	17.428898	395.042396	-91.789137	-1.708097	1762.024593
2695	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000222	0.000013	-0.000011	453.615731	-78.266135	17.593336	392.942931	-91.779320	-1.707857	1762.033430
2754	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000221	0.000013	-0.000011	451.225133	-78.139826	17.757782	390.843089	-91.769456	-1.707618	1762.042270
2812	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000220	0.000013	-0.000011	448.834303	-78.013532	17.922229	388.743001	-91.759522	-1.707379	1762.051098
2871	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000218	0.000013	-0.000011	446.443419	-77.887257	18.086668	386.642831	-91.749491	-1.707140	1762.059887
2930	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000217	0.000013	-0.000011	444.052634	-77.761001	18.251107	384.542740	-91.739385	-1.706901	1762.068656
2988	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000215	0.000013	-0.000011	441.662043	-77.634783	18.415559	382.442819	-91.729237	-1.706663	1762.077441
3047	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000214	0.000013	-0.000012	439.271764	-77.508642	18.580013	380.343135	-91.719075	-1.706426	1762.086237
3105	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000213	0.000013	-0.000012	436.881944	-77.382574	18.744433	378.243803	-91.708919	-1.706190	1762.095002
3164	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000211	0.000013	-0.000012	434.492705	-77.256559	18.908787	376.144933	-91.698761	-1.705956	1762.103744
3223	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000210	0.000013	-0.000012	432.104182	-77.130617	19.073075	374.046639	-91.688558	-1.705723	1762.112473
3281	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000208	0.000013	-0.000012	429.716519	-77.004763	19.237291	371.949047	-91.678289	-1.705491	1762.121156
3340	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000207	0.000013	-0.000012	427.329829	-76.879000	19.401408	369.852237	-91.667917	-1.705260	1762.129768
3398	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000205	0.000012	-0.000012	424.944216	-76.753352	19.565403	367.756267	-91.657419	-1.705031	1762.138349
3457	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000204	0.000012	-0.000012	422.559810	-76.627853	19.729283	365.661241	-91.646860	-1.704803	1762.146976
3516	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000203	0.000012	-0.000012	420.176724	-76.502509	19.893069	363.567284	-91.636303	-1.704578	1762.155676
3574	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000201	0.000012	-0.000012	417.795079	-76.377308	20.056762	361.474533	-91.625779	-1.704354	1762.164420
3633	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000200	0.000012	-0.000013	415.415012	-76.252224	20.220363	359.383151	-91.615309	-1.704132	1762.173133
3691	0.000048	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000198	0.000012	-0.000013	413.036660	-76.127228	20.383858	357.293290	-91.604886	-1.703910	1762.181764
3750	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000197	0.000012	-0.000013	410.660126	-76.002307	20.547220	355.205039	-91.594457	-1.703687	1762.190343
3809	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000196	0.000012	-0.000013	408.285495	-75.877472	20.710431	353.118455	-91.583984	-1.703460	1762.198893
3867	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000194	0.000012	-0.000013	405.912889	-75.752750	20.873495	351.033634	-91.573479	-1.703232	1762.207455
3926	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000193	0.000012	-0.000013	403.542447	-75.628170	21.036432	348.950708	-91.562964	-1.703002	1762.216074
3984	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000191	0.000012	-0.000013	401.174290	-75.503756	21.199242	346.869776	-91.552486	-1.702770	1762.224690
4043	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000190	0.000012	-0.000013	398.808526	-75.379531	21.361883	344.790878	-91.542097	-1.702537	1762.233242
4102	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000189	0.000012	-0.000013	396.445264	-75.255520	21.524321	342.714066	-91.531767	-1.702304	1762.241755
4160	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000187	0.000011	-0.000013	394.084620	-75.131731	21.686572	340.639460	-91.521448	-1.702069	1762.250287
4219	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000186	0.000011	-0.000014	391.726686	-75.008155	21.848644	338.567176	-91.511163	-1.701835	1762.258851
4277	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000184	0.000011	-0.000014	389.371549	-74.884771	22.010542	336.497319	-91.500946	-1.701599	1762.267433
4336	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000183	0.000011	-0.000014	387.019323	-74.761564	22.172262	334.430021	-91.490788	-1.701362	1762.276038
4395	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000182	0.000011	-0.000014	384.670133	-74.638532	22.333767	332.365369	-91.480643	-1.701125	1762.284645
4453	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000180	0.000011	-0.000014	382.324093	-74.515691	22.495039	330.303441	-91.470486	-1.700886	1762.293202
4512	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000179	0.000011	-0.000014	379.981293	-74.393054	22.656064	328.244303	-91.460320	-1.700649	1762.301698
4570	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000177	0.000011	-0.000014	377.641786	-74.270626	22.816816	326.187976	-91.450152	-1.700412	1762.310175
4629	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000176	0.000011	-0.000014	375.305665	-74.148421	22.977298	324.134542	-91.439970	-1.700175	1762.318622
4688	0.000046	-0.000002	-0.000030	5.114990	5.126671	5.122106	-0.000175	0.000011	-0.000014	372.973047	-74.026459	23.137515	322.084103	-91.429786	-1.699941	1762.327052
4746	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000173	0.000011	-0.000014	370.644020	-73.904737	23.297452	320.036735	-91.419666	-1.699709	1762.335526
4805	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000172	0.000011	-0.000015	368.318681	-73.783242	23.457088	317.992527	-91.409624	-1.699481	1762.344040
4863	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000171	0.000011	-0.000015	365.997137	-73.661989	23.616426	315.951574	-91.399620	-1.699255	1762.352534
4922	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000169	0.000011	-0.000015	363.679484	-73.541007	23.775481	313.913959	-91.389608	-1.699030	1762.360956
4980	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000168	0.000010	-0.000015	361.365787	-73.420301	23.934250	311.879735	-91.379536	-1.698808	1762.369299
5039	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000166	0.000010	-0.000015	359.056114	-73.299863	24.092697	309.848948	-91.369386	-1.698587	1762.377558
5098	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000165	0.000010	-0.000015	356.750545	-73.179687	24.250793	307.821652	-91.359160	-1.698367	1762.385745
5156	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000164	0.000010	-0.000015	354.449164	-73.059774	24.408546	305.797937	-91.348873	-1.698146	1762.393903
5215	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000162	0.000010	-0.000015	352.152058	-72.940145	24.565986	303.777899	-91.338566	-1.697926	1762.402078
5273	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000161	0.000010	-0.000015	349.859307	-72.820804	24.723128	301.761631	-91.328276	-1.697707	1762.410323
5332	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000160	0.000010	-0.000015	347.570997	-72.701733	24.879975	299.749239	-91.317994	-1.697491	1762.418621
5391	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000158	0.000010	-0.000016	345.287264	-72.582929	25.036514	297.740849	-91.307722	-1.697279	1762.426899
5449	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000157	0.000010	-0.000016	343.008225	-72.464391	25.192740	295.736575	-91.297528	-1.697069	1762.435134
5508	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000156	0.000010	-0.000016	340.733936	-72.346146	25.348648	293.736438	-91.287480	-1.696860	1762.443364
5566	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000154	0.000010	-0.000016	338.464429	-72.228219	25.504209	291.740419	-91.277572	-1.696651	1762.451612
5625	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000153	0.000010	-0.000016	336.199757	-72.110576	25.659420	289.748601	-91.267758	-1.696442	1762.459851
5684	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000152	0.000010	-0.000016	333.940014	-71.993180	25.814319	287.761152	-91.258046	-1.696232	1762.468040
5742	0.000048	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000150	0.000010	-0.000016	331.685290	-71.876056	25.968921	285.778155	-91.248452	-1.696021	1762.476176
5801	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000149	0.000009	-0.000016	329.435657	-71.759226	26.123217	283.799647	-91.238920	-1.695809	1762.484313
5859	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000148	0.000009	-0.000016	327.191201	-71.642688	26.277177	281.825690	-91.229402	-1.695599	1762.492469
5918	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000146	0.000009	-0.000016	324.952005	-71.526449	26.430757	279.856313	-91.219919	-1.695390	1762.500623
5977	0.000046	-0.000000	-0.000029	5.114990	5.126671	5.122106	-0.000145	0.000009	-0.000017	322.718131	-71.410532	26.583930	277.891529	-91.210515	-1.695183	1762.508817
6035	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000144	0.000009	-0.000017	320.489641	-71.294933	26.736702	275.931410	-91.201192	-1.694974	1762.517059
6094	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000142	0.000009	-0.000017	318.266610	-71.179614	26.889100	273.976096	-91.191917	-1.694765	1762.525238
6152	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000141	0.000009	-0.000017	316.049106	-71.064566	27.041119	272.025659	-91.182661	-1.694555	1762.533291
6211	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000140	0.000009	-0.000017	313.837207	-70.949827	27.192712	270.080091	-91.173380	-1.694343	1762.541287
6270	0.000047	-0.000001	-0.000029	5.114990	5.126671	5.122106	-0.000138	0.000009	-0.000017	311.630990	-70.835421	27.343854	268.139424	-91.164067	-1.694132	1762.549304
6328	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000137	0.000009	-0.000017	309.430504	-70.721342	27.494556	266.203718	-91.154776	-1.693919	1762.557362
6387	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000136	0.000009	-0.000017	307.235796	-70.607581	27.644835	264.273051	-91.145524	-1.693705	1762.565389
6445	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000135	0.000009	-0.000017	305.046939	-70.494129	27.794694	262.347503	-91.136276	-1.693489	1762.573311
6504	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000133	0.000009	-0.000017	302.863994	-70.380986	27.944110	260.427118	-91.127017	-1.693273	1762.581118
6562	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000132	0.000009	-0.000017	300.687013	-70.268148	28.093072	258.511937	-91.117765	-1.693058	1762.588828
6621	0.000046	0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000131	0.000008	-0.000018	298.516071	-70.155588	28.241582	256.602065	-91.108479	-1.692844	1762.596481
6680	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000129	0.000008	-0.000018	296.351240	-70.043313	28.389652	254.697579	-91.099136	-1.692631	1762.604110
6738	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000128	0.000008	-0.000018	294.192563	-69.931364	28.537288	252.798487	-91.089773	-1.692418	1762.611718
6797	0.000047	-0.000001	-0.000029	5.114990	5.126671	5.122106	-0.000127	0.000008	-0.000018	292.040068	-69.819763	28.684499	250.904804	-91.080406	-1.692206	1762.619280
6855	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000126	0.000008	-0.000018	289.893792	-69.708512	28.831280	249.016560	-91.071045	-1.691993	1762.626743
6914	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000124	0.000008	-0.000018	287.753794	-69.597605	28.977620	247.133809	-91.061722	-1.691779	1762.634093
6973	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000123	0.000008	-0.000018	285.620143	-69.487054	29.123530	245.256619	-91.052442	-1.691563	1762.641401
7031	0.000046	-0.000000	-0.000029	5.114990	5.126671	5.122106	-0.000122	0.000008	-0.000018	283.492922	-69.376859	29.269015	243.385077	-91.043146	-1.691346	1762.648700
7090	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000121	0.000008	-0.000018	281.372211	-69.267008	29.414056	241.519259	-91.033813	-1.691128	1762.656026
7148	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000119	0.000008	-0.000018	279.258047	-69.157507	29.558652	239.659192	-91.024473	-1.690911	1762.663469
7207	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000118	0.000008	-0.000018	277.150455	-69.048376	29.702827	237.804906	-91.015130	-1.690696	1762.671032
7266	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000117	0.000008	-0.000019	275.049466	-68.939640	29.846579	235.956406	-91.005791	-1.690481	1762.678659
7324	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000116	0.000008	-0.000019	272.955129	-68.831298	29.989874	234.113705	-90.996424	-1.690265	1762.686306
7383	0.000046	-0.000000	-0.000029	5.114990	5.126671	5.122106	-0.000114	0.000008	-0.000019	270.867507	-68.723343	30.132707	232.276870	-90.987021	-1.690050	1762.693929
7441	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000113	0.000008	-0.000019	268.786673	-68.615789	30.275072	230.445957	-90.977615	-1.689833	1762.701533
7500	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000112	0.000007	-0.000019	266.712675	-68.508630	30.416950	228.620995	-90.968190	-1.689615	1762.709149
7559	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000111	0.000007	-0.000019	264.645520	-68.401874	30.558347	226.801993	-90.958738	-1.689395	1762.716789
7617	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000109	0.000007	-0.000019	262.585231	-68.295536	30.699270	224.988965	-90.949287	-1.689173	1762.724419
7676	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000108	0.000007	-0.000019	260.531858	-68.189608	30.839696	223.181946	-90.939842	-1.688947	1762.732001
7734	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000107	0.000007	-0.000019	258.485466	-68.084088	30.979603	221.380981	-90.930398	-1.688720	1762.739519
7793	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000106	0.000007	-0.000019	256.446109	-67.978966	31.118976	219.586119	-90.920967	-1.688491	1762.746970
7852	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000105	0.000007	-0.000019	254.413816	-67.874261	31.257810	217.797364	-90.911534	-1.688260	1762.754383
7910	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000103	0.000007	-0.000020	252.388620	-67.770002	31.396132	216.014750	-90.902058	-1.688030	1762.761788
7969	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000102	0.000007	-0.000020	250.370545	-67.666159	31.533961	214.238346	-90.892601	-1.687799	1762.769183
8027	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000101	0.000007	-0.000020	248.359607	-67.562694	31.671285	212.468199	-90.883228	-1.687569	1762.776561
8086	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	-0.000100	0.000007	-0.000020	246.355854	-67.459581	31.808109	210.704381	-90.873886	-1.687340	1762.783951
8145	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000099	0.000007	-0.000020	244.359324	-67.356825	31.944446	208.946945	-90.864538	-1.687111	1762.791357
8203	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000097	0.000007	-0.000020	242.370052	-67.254452	32.080294	207.195894	-90.855217	-1.686883	1762.798762
8262	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000096	0.000007	-0.000020	240.388101	-67.152487	32.215619	205.451233	-90.845938	-1.686655	1762.806171
8320	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000095	0.000007	-0.000020	238.413520	-67.050952	32.350384	203.712952	-90.836735	-1.686426	1762.813618
8379	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000094	0.000007	-0.000020	236.446334	-66.949858	32.484602	201.981078	-90.827650	-1.686196	1762.821155
8438	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000093	0.000006	-0.000020	234.486580	-66.849211	32.618284	200.255653	-90.818605	-1.685966	1762.828764
8496	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000092	0.000006	-0.000020	232.534277	-66.749006	32.751419	198.536689	-90.809528	-1.685734	1762.836341
8555	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000090	0.000006	-0.000020	230.589441	-66.649221	32.883988	196.824209	-90.800475	-1.685500	1762.843892
8613	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000089	0.000006	-0.000021	228.652124	-66.549846	33.016002	195.118280	-90.791427	-1.685266	1762.851451
8672	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	-0.000088	0.000006	-0.000021	226.722372	-66.450879	33.147478	193.418972	-90.782297	-1.685035	1762.858951
8730	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000087	0.000006	-0.000021	224.800212	-66.352323	33.278428	191.726316	-90.773108	-1.684806	1762.866447
8789	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	-0.000086	0.000006	-0.000021	222.885674	-66.254171	33.408848	190.040350	-90.763915	-1.684577	1762.874037
8848	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	-0.000085	0.000006	-0.000021	220.978783	-66.156424	33.538723	188.361081	-90.754705	-1.684350	1762.881695
