Time (us)	Load raw 1	Load raw 2	Load raw 3	Acceleration raw 1	Acceleration raw 2	Acceleration raw 3	Load filtered 1	Load filtered 2	Load filtered 3	Load scaled 1	Load scaled 2	Load scaled 3	Load summ	Acceleration scaled 1	Acceleration scaled 2	Acceleration scaled 3
246680	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.126164	-55.237119	48.566751	-7.796532	-56.808867	-0.851273	1790.994372
246738	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.126441	-55.237040	48.566191	-7.797290	-56.802125	-0.851120	1790.998452
246797	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.126710	-55.236935	48.565659	-7.797986	-56.795351	-0.850967	1791.002496
246855	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.126954	-55.236792	48.565152	-7.798594	-56.788545	-0.850814	1791.006472
246914	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127158	-55.236632	48.564638	-7.799151	-56.781747	-0.850662	1791.010419
246973	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127319	-55.236483	48.564114	-7.799688	-56.775020	-0.850513	1791.014442
247031	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127450	-55.236342	48.563602	-7.800190	-56.768380	-0.850366	1791.018557
247090	0.000047	0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127573	-55.236193	48.563134	-7.800632	-56.761756	-0.850221	1791.022707
247148	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127699	-55.236039	48.562706	-7.801031	-56.755112	-0.850075	1791.026857
247207	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127820	-55.235869	48.562313	-7.801377	-56.748482	-0.849927	1791.030991
247266	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.127941	-55.235677	48.561950	-7.801668	-56.741864	-0.849779	1791.035117
247324	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.128058	-55.235469	48.561575	-7.801953	-56.735237	-0.849632	1791.039200
247383	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.128176	-55.235234	48.561160	-7.802250	-56.728595	-0.849490	1791.043198
247441	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.128326	-55.234953	48.560735	-7.802545	-56.721923	-0.849350	1791.047162
247500	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.128530	-55.234645	48.560313	-7.802861	-56.715230	-0.849212	1791.051128
247559	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.128778	-55.234351	48.559894	-7.803234	-56.708537	-0.849075	1791.055063
247617	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.129039	-55.234089	48.559489	-7.803639	-56.701864	-0.848942	1791.058951
247676	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.129284	-55.233853	48.559112	-7.804025	-56.695281	-0.848810	1791.062807
247734	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.129527	-55.233628	48.558784	-7.804371	-56.688787	-0.848683	1791.066636
247793	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.129787	-55.233398	48.558505	-7.804679	-56.682298	-0.848559	1791.070400
247852	0.000046	-0.000000	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.130059	-55.233176	48.558245	-7.804990	-56.675812	-0.848438	1791.074056
247910	0.000046	0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.130343	-55.232985	48.557980	-7.805348	-56.669355	-0.848319	1791.077648
247969	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.130625	-55.232825	48.557707	-7.805743	-56.662919	-0.848203	1791.081231
248027	0.000046	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.130888	-55.232692	48.557422	-7.806158	-56.656510	-0.848087	1791.084832
248086	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.131132	-55.232583	48.557120	-7.806595	-56.650112	-0.847972	1791.088505
248145	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.131376	-55.232474	48.556815	-7.807034	-56.643713	-0.847859	1791.092260
248203	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.131630	-55.232353	48.556528	-7.807454	-56.637343	-0.847745	1791.096095
248262	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.131886	-55.232222	48.556269	-7.807839	-56.630989	-0.847630	1791.099950
248320	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.132116	-55.232077	48.556034	-7.808160	-56.624614	-0.847513	1791.103746
248379	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.132297	-55.231917	48.555804	-7.808410	-56.618225	-0.847395	1791.107507
248438	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.132469	-55.231741	48.555578	-7.808632	-56.611808	-0.847277	1791.111286
248496	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.132677	-55.231564	48.555356	-7.808885	-56.605332	-0.847158	1791.115113
248555	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.132915	-55.231404	48.555133	-7.809186	-56.598846	-0.847039	1791.118974
248613	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.133179	-55.231233	48.554912	-7.809500	-56.592412	-0.846920	1791.122868
248672	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.133464	-55.231030	48.554682	-7.809812	-56.586019	-0.846801	1791.126827
248730	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.133742	-55.230820	48.554428	-7.810134	-56.579661	-0.846680	1791.130817
248789	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.134030	-55.230626	48.554157	-7.810500	-56.573346	-0.846557	1791.134786
248848	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.134375	-55.230456	48.553883	-7.810948	-56.567089	-0.846433	1791.138723
248906	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.134745	-55.230299	48.553607	-7.811436	-56.560895	-0.846308	1791.142615
248965	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.135078	-55.230133	48.553306	-7.811905	-56.554743	-0.846182	1791.146474
249023	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.135370	-55.229944	48.552979	-7.812335	-56.548651	-0.846055	1791.150360
249082	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.135638	-55.229726	48.552646	-7.812719	-56.542600	-0.845925	1791.154251
249141	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.135889	-55.229513	48.552320	-7.813082	-56.536508	-0.845796	1791.158072
249199	0.000047	0.000000	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136132	-55.229315	48.552004	-7.813443	-56.530361	-0.845668	1791.161805
249258	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136378	-55.229110	48.551693	-7.813795	-56.524186	-0.845541	1791.165459
249316	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136624	-55.228894	48.551383	-7.814135	-56.517964	-0.845414	1791.169092
249375	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136845	-55.228685	48.551054	-7.814477	-56.511670	-0.845289	1791.172742
249434	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137027	-55.228505	48.550690	-7.814842	-56.505354	-0.845167	1791.176367
249492	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137188	-55.228348	48.550330	-7.815206	-56.499037	-0.845048	1791.179954
249551	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137330	-55.228195	48.550026	-7.815499	-56.492666	-0.844930	1791.183548
249609	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137444	-55.228064	48.549789	-7.815719	-56.486204	-0.844810	1791.187188
249668	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137538	-55.227949	48.549573	-7.815914	-56.479632	-0.844689	1791.190854
249727	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137621	-55.227823	48.549351	-7.816093	-56.472973	-0.844566	1791.194491
249785	0.000047	-0.000000	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137698	-55.227717	48.549141	-7.816274	-56.466262	-0.844442	1791.198135
249844	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137757	-55.227656	48.548966	-7.816447	-56.459533	-0.844321	1791.201846
249902	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137798	-55.227603	48.548829	-7.816572	-56.452825	-0.844200	1791.205620
249961	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137830	-55.227538	48.548704	-7.816663	-56.446105	-0.844079	1791.209438
250020	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137861	-55.227493	48.548571	-7.816783	-56.439333	-0.843959	1791.213308
250078	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137900	-55.227492	48.548429	-7.816964	-56.432564	-0.843839	1791.217264
250137	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137906	-55.227504	48.548268	-7.817142	-56.425845	-0.843717	1791.221346
250195	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137861	-55.227494	48.548126	-7.817230	-56.419145	-0.843595	1791.225596
250254	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137794	-55.227478	48.548040	-7.817232	-56.412423	-0.843472	1791.229994
250312	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137712	-55.227455	48.547988	-7.817179	-56.405696	-0.843346	1791.234475
250371	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137626	-55.227401	48.547945	-7.817082	-56.398999	-0.843217	1791.239020
250430	0.000047	0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137561	-55.227318	48.547927	-7.816951	-56.392306	-0.843087	1791.243627
250488	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137499	-55.227231	48.547937	-7.816793	-56.385591	-0.842957	1791.248244
250547	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137409	-55.227149	48.547935	-7.816623	-56.378857	-0.842830	1791.252862
250605	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137327	-55.227080	48.547906	-7.816502	-56.372141	-0.842706	1791.257548
250664	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137276	-55.227039	48.547846	-7.816469	-56.365467	-0.842582	1791.262305
250723	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137225	-55.227027	48.547770	-7.816481	-56.358812	-0.842458	1791.267071
250781	0.000047	0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137178	-55.227026	48.547714	-7.816490	-56.352178	-0.842335	1791.271836
250840	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137172	-55.227029	48.547673	-7.816528	-56.345525	-0.842212	1791.276596
250898	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137207	-55.227054	48.547630	-7.816632	-56.338773	-0.842089	1791.281361
250957	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137267	-55.227111	48.547605	-7.816773	-56.331919	-0.841966	1791.286155
251016	0.000047	0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137339	-55.227179	48.547599	-7.816920	-56.325027	-0.841844	1791.290955
251074	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137414	-55.227237	48.547588	-7.817063	-56.318141	-0.841722	1791.295747
251133	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137495	-55.227290	48.547592	-7.817193	-56.311225	-0.841601	1791.300565
251191	0.000046	-0.000000	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137589	-55.227336	48.547628	-7.817297	-56.304265	-0.841480	1791.305405
251250	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137690	-55.227367	48.547654	-7.817403	-56.297286	-0.841359	1791.310227
251309	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137793	-55.227396	48.547624	-7.817565	-56.290308	-0.841238	1791.315046
251367	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137890	-55.227445	48.547541	-7.817793	-56.283316	-0.841118	1791.319890
251426	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137972	-55.227523	48.547435	-7.818059	-56.276238	-0.840999	1791.324727
251484	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138045	-55.227631	48.547318	-7.818359	-56.269077	-0.840880	1791.329546
251543	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138132	-55.227759	48.547206	-7.818685	-56.261896	-0.840762	1791.334378
251602	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138246	-55.227886	48.547111	-7.819021	-56.254719	-0.840644	1791.339232
251660	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138384	-55.228006	48.547015	-7.819375	-56.247546	-0.840526	1791.344160
251719	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138535	-55.228119	48.546916	-7.819738	-56.240326	-0.840405	1791.349178
251777	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138688	-55.228217	48.546828	-7.820077	-56.233026	-0.840282	1791.354203
251836	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138853	-55.228288	48.546750	-7.820391	-56.225720	-0.840159	1791.359208
251895	0.000047	-0.000000	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139033	-55.228335	48.546702	-7.820666	-56.218470	-0.840034	1791.364250
251953	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139208	-55.228390	48.546705	-7.820892	-56.211288	-0.839907	1791.369371
252012	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139350	-55.228489	48.546729	-7.821110	-56.204171	-0.839779	1791.374541
252070	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139446	-55.228631	48.546759	-7.821318	-56.197078	-0.839652	1791.379777
252129	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139524	-55.228781	48.546824	-7.821480	-56.189988	-0.839524	1791.385152
252188	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139620	-55.228921	48.546916	-7.821625	-56.182892	-0.839392	1791.390663
252246	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139739	-55.229058	48.546988	-7.821809	-56.175793	-0.839259	1791.396287
252305	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139863	-55.229190	48.547041	-7.822012	-56.168724	-0.839127	1791.402000
252363	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139977	-55.229320	48.547072	-7.822225	-56.161699	-0.838993	1791.407726
252422	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140103	-55.229479	48.547083	-7.822498	-56.154694	-0.838858	1791.413379
252480	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140257	-55.229668	48.547100	-7.822825	-56.147701	-0.838723	1791.418912
252539	0.000047	-0.000000	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140393	-55.229859	48.547106	-7.823147	-56.140740	-0.838584	1791.424286
252598	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140471	-55.230031	48.547084	-7.823418	-56.133767	-0.838440	1791.429496
252656	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140515	-55.230178	48.547054	-7.823639	-56.126692	-0.838292	1791.434597
252715	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140533	-55.230335	48.547024	-7.823845	-56.119530	-0.838140	1791.439614
252773	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140540	-55.230525	48.547007	-7.824058	-56.112399	-0.837986	1791.444484
252832	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140584	-55.230736	48.547006	-7.824315	-56.105347	-0.837830	1791.449147
252891	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140668	-55.230968	48.546993	-7.824642	-56.098333	-0.837673	1791.453664
252949	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140757	-55.231214	48.546958	-7.825013	-56.091327	-0.837516	1791.458147
253008	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140832	-55.231463	48.546909	-7.825386	-56.084323	-0.837359	1791.462653
253066	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140882	-55.231693	48.546858	-7.825717	-56.077362	-0.837204	1791.467181
253125	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140907	-55.231883	48.546815	-7.825975	-56.070427	-0.837049	1791.471726
253184	0.000046	-0.000001	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140905	-55.232051	48.546778	-7.826177	-56.063457	-0.836891	1791.476285
253242	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140874	-55.232228	48.546743	-7.826359	-56.056442	-0.836732	1791.480853
253301	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140814	-55.232395	48.546704	-7.826505	-56.049404	-0.836572	1791.485426
253359	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140708	-55.232540	48.546671	-7.826577	-56.042361	-0.836410	1791.489978
253418	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140554	-55.232689	48.546674	-7.826569	-56.035297	-0.836245	1791.494507
253477	0.000046	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140365	-55.232849	48.546698	-7.826516	-56.028221	-0.836077	1791.499025
253535	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.140170	-55.233007	48.546691	-7.826486	-56.021147	-0.835908	1791.503526
253594	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139985	-55.233164	48.546656	-7.826492	-56.014083	-0.835739	1791.508037
253652	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139811	-55.233344	48.546639	-7.826516	-56.007060	-0.835569	1791.512562
253711	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139657	-55.233539	48.546652	-7.826544	-56.000089	-0.835398	1791.517082
253770	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139520	-55.233710	48.546723	-7.826507	-55.993160	-0.835223	1791.521613
253828	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139391	-55.233847	48.546858	-7.826380	-55.986284	-0.835047	1791.526174
253887	0.000046	0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139278	-55.233951	48.547007	-7.826223	-55.979478	-0.834872	1791.530752
253945	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139186	-55.234035	48.547118	-7.826103	-55.972713	-0.834698	1791.535314
254004	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139099	-55.234117	48.547199	-7.826017	-55.965970	-0.834524	1791.539857
254062	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.139016	-55.234195	48.547282	-7.825929	-55.959302	-0.834352	1791.544400
254121	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138938	-55.234279	48.547364	-7.825853	-55.952716	-0.834180	1791.548948
254180	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138862	-55.234375	48.547448	-7.825789	-55.946157	-0.834007	1791.553543
254238	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138795	-55.234476	48.547539	-7.825732	-55.939660	-0.833835	1791.558242
254297	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138759	-55.234607	48.547623	-7.825744	-55.933260	-0.833664	1791.563051
254355	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138736	-55.234783	48.547704	-7.825815	-55.926928	-0.833493	1791.567980
254414	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138690	-55.234971	48.547783	-7.825879	-55.920679	-0.833323	1791.573006
254473	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138618	-55.235164	48.547839	-7.825943	-55.914512	-0.833155	1791.578074
254531	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138515	-55.235386	48.547882	-7.826019	-55.908369	-0.832989	1791.583183
254590	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138391	-55.235650	48.547948	-7.826093	-55.902216	-0.832826	1791.588343
254648	0.000048	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138255	-55.235953	48.548037	-7.826171	-55.896014	-0.832664	1791.593494
254707	0.000047	-0.000000	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.138083	-55.236267	48.548126	-7.826224	-55.889753	-0.832503	1791.598589
254766	0.000046	-0.000001	-0.000029	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137878	-55.236564	48.548216	-7.826226	-55.883481	-0.832342	1791.603645
254824	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137663	-55.236841	48.548300	-7.826205	-55.877241	-0.832180	1791.608647
254883	0.000046	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137444	-55.237114	48.548382	-7.826175	-55.871067	-0.832016	1791.613553
254941	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.137215	-55.237397	48.548482	-7.826130	-55.864917	-0.831853	1791.618334
255000	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136984	-55.237702	48.548604	-7.826081	-55.858720	-0.831689	1791.623002
255059	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136758	-55.238017	48.548737	-7.826038	-55.852517	-0.831526	1791.627581
255117	0.000047	-0.000001	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136538	-55.238315	48.548886	-7.825968	-55.846379	-0.831362	1791.632129
255176	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136313	-55.238573	48.549037	-7.825849	-55.840317	-0.831196	1791.636704
255234	0.000046	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.136088	-55.238794	48.549149	-7.825732	-55.834318	-0.831028	1791.641319
255293	0.000047	-0.000000	-0.000030	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.135876	-55.239025	48.549238	-7.825662	-55.828404	-0.830857	1791.645986
255352	0.000047	-0.000001	-0.000031	5.114990	5.126671	5.122106	0.000047	-0.000000	-0.000030	-1.135676	-55.239278	48.549320	-7.825634	-55.822562	-0.830687	1791.650696
